Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Sales category,Quantity,Discount, Profit ,Profit Status
2479,CA-2014-145212,22-05-2023,22-08-2023,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,Low,3,0,1.47,Profit
2480,CA-2017-141992,23-05-2023,23-08-2023,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.18,Low,1,0.2,0.84,Profit
2481,CA-2017-141992,24-05-2023,24-08-2023,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.58,Medium,2,0.2,-32.64,Loss
2482,CA-2017-147956,25-05-2023,25-08-2023,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,"1,003.62",Very High,6,0, -   ,Profit
2483,CA-2017-126067,26-05-2023,26-08-2023,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro Usb Car Charger,35.17,Low,4,0.2,11.43,Profit
2484,CA-2017-126067,27-05-2023,27-08-2023,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 X 60 Training Table, Light Gray/Charcoal","1,137.75",Very High,5,0,250.31,Profit
2485,CA-2017-126067,28-05-2023,28-08-2023,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,Gbc Standard Therm-A-Bind Covers,99.68,Low,5,0.2,32.4,Profit
2486,CA-2017-126067,29-05-2023,29-08-2023,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,Low,2,0,1.45,Profit
2487,CA-2015-104514,30-05-2023,30-08-2023,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"Safco Mobile Desk Side File, Wire Frame",85.52,Low,2,0,22.24,Profit
2488,CA-2015-104514,31-05-2023,31-08-2023,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,Low,3,0,2.66,Profit
2489,CA-2015-104514,01-06-2023,01-09-2023,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,Low,3,0,9.62,Profit
2490,CA-2015-141040,02-06-2023,02-09-2023,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001835,Technology,Phones,Jawbone Jambox Wireless Bluetooth Speaker,631.96,High,4,0,303.34,Profit
2491,CA-2015-141040,03-06-2023,03-09-2023,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,Low,4,0,10.76,Profit
2492,CA-2014-113579,04-06-2023,04-09-2023,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001457,Office Supplies,Paper,White Gluetop Scratch Pads,90.24,Low,6,0,41.51,Profit
2493,CA-2014-144624,05-06-2023,05-09-2023,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,TEC-PH-10002885,Technology,Phones,Apple Iphone 5,"4,548.81",Very High,7,0,"1,228.18",Profit
2494,CA-2016-146206,06-06-2023,06-09-2023,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Tables,Ki Adjustable-Height Table,300.93,Medium,5,0.3,-34.39,Loss
2495,CA-2016-146206,07-06-2023,07-09-2023,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10000895,Technology,Phones,Polycom Vvx 310 Voip Phone,719.96,High,5,0.2,54,Profit
2496,CA-2014-136644,08-06-2023,08-09-2023,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,High,8,0,32.39,Profit
2497,CA-2015-122371,09-06-2023,09-09-2023,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,Low,3,0,18.61,Profit
2498,CA-2015-122371,10-06-2023,10-09-2023,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,Medium,2,0,58.5,Profit
2499,CA-2016-126935,11-06-2023,11-09-2023,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10004817,Office Supplies,Binders,Gbc Personal Velobind Strips,9.58,Low,1,0.2,3.35,Profit
2500,US-2017-133781,12-06-2023,12-09-2023,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 X 9 1/2",37.61,Low,3,0.2,12.69,Profit
2501,CA-2017-131618,13-06-2023,13-09-2023,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 X 5-3/4",12.22,Low,2,0.2,4.43,Profit
2502,CA-2017-131618,14-06-2023,14-09-2023,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.3,Low,4,0.8,-3.57,Loss
2503,CA-2017-131618,15-06-2023,15-09-2023,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36,Low,4,0.8,-16.38,Loss
2504,CA-2016-149482,16-06-2023,16-09-2023,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,Low,2,0,3.47,Profit
2505,CA-2014-143917,17-06-2023,17-09-2023,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,Low,4,0,15.04,Profit
2506,CA-2014-143917,18-06-2023,18-09-2023,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,"8,187.65",Very High,5,0,327.51,Profit
2507,CA-2014-143917,19-06-2023,19-09-2023,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004351,Furniture,Furnishings,Staple-Based Wall Hangings,77.92,Low,8,0,34.28,Profit
2508,CA-2015-120397,20-06-2023,20-09-2023,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.78,Low,4,0.8,-85.24,Loss
2509,CA-2017-163902,21-06-2023,21-09-2023,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic Kx Ts3282B Corded Phone,196.78,Medium,3,0.2,14.76,Profit
2510,CA-2017-163902,22-06-2023,22-09-2023,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard With Lcd Display,479.94,Medium,6,0,52.79,Profit
2511,CA-2016-136812,23-06-2023,23-09-2023,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets And Add-On Units","1,117.92",Very High,4,0,55.9,Profit
2512,CA-2015-102722,24-06-2023,24-09-2023,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 Gb,106.5,Medium,6,0,41.54,Profit
2513,CA-2017-155089,25-06-2023,25-09-2023,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,Low,5,0.7,-33.48,Loss
2514,CA-2016-124506,26-06-2023,26-09-2023,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 Usb Wired Ergonomic Keyboard,95.97,Low,4,0.2,1.2,Profit
2515,CA-2016-124506,27-06-2023,27-09-2023,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.99,Low,2,0.3,-2.06,Loss
2516,CA-2014-106572,28-06-2023,28-09-2023,Standard Class,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,Medium,2,0.2,19.82,Profit
2517,CA-2014-128888,29-06-2023,29-09-2023,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-Ray Mailers,604.66,High,9,0.2,204.07,Profit
2518,CA-2017-123134,30-06-2023,30-09-2023,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats For Low To Medium Pile Carpets,129.93,Medium,3,0,12.99,Profit
2519,CA-2016-124352,01-07-2023,01-10-2023,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,Low,7,0,9.88,Profit
2520,CA-2016-124352,02-07-2023,02-10-2023,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46,Low,6,0,14.44,Profit
2521,CA-2016-124352,03-07-2023,03-10-2023,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59,High,3,0,251.89,Profit
2522,CA-2016-124352,04-07-2023,04-10-2023,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,Low,2,0,6.22,Profit
2523,CA-2016-124352,05-07-2023,05-10-2023,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement Eh64Avfwe Premium Headset,5.5,Low,1,0,1.38,Profit
2524,CA-2016-124352,06-07-2023,06-10-2023,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,Medium,4,0,55.94,Profit
2525,CA-2015-124541,07-07-2023,07-10-2023,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.05,Low,9,0.2,5.26,Profit
2526,CA-2015-124541,08-07-2023,08-10-2023,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7Gb Dvd-Rw 3/Pack,25.49,Low,2,0.2,4.46,Profit
2527,CA-2015-124541,09-07-2023,09-10-2023,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers For Plastic Or Wire Binding Elements,6.9,Low,3,0.8,-12.08,Loss
2528,CA-2015-124541,10-07-2023,10-10-2023,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",9.65,Low,6,0.8,-16.88,Loss
2529,CA-2015-124541,11-07-2023,11-10-2023,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.97,Low,2,0.2,2.89,Profit
2530,CA-2014-108707,12-07-2023,12-10-2023,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.37,Low,2,0.2,3.63,Profit
2531,CA-2014-111500,13-07-2023,13-10-2023,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929,114.2,Medium,5,0,52.53,Profit
2532,CA-2014-111500,14-07-2023,14-10-2023,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,17.96,Low,4,0,8.26,Profit
2533,CA-2014-111500,15-07-2023,15-10-2023,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,12.67,Low,7,0,4.56,Profit
2534,CA-2014-111500,16-07-2023,16-10-2023,Standard Class,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,72209,South,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510S - Keyboard,339.96,Medium,4,0,122.39,Profit
2535,US-2017-117723,17-07-2023,17-10-2023,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,"1,801.63",Very High,6,0.2,-337.81,Loss
2536,CA-2015-143238,18-07-2023,18-10-2023,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,92253,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 Gb Usb 2.0 Flash Drive,46.32,Low,4,0,18.06,Profit
2537,CA-2015-168746,19-07-2023,19-10-2023,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager'S Chair,181.99,Medium,2,0.3,-54.6,Loss
2538,CA-2015-168746,20-07-2023,20-10-2023,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10000895,Technology,Phones,Polycom Vvx 310 Voip Phone,431.98,Medium,4,0.4,-100.79,Loss
2539,CA-2015-168746,21-07-2023,21-10-2023,Second Class,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital Phone,155.37,Medium,1,0.4,-36.25,Loss
2540,CA-2015-113404,22-07-2023,22-10-2023,Same Day,EM-13810,Eleni Mccrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,"1,348.70",Very High,6,0.2,-219.16,Loss
2541,CA-2015-113404,23-07-2023,23-10-2023,Same Day,EM-13810,Eleni Mccrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.15,High,3,0.2,78.77,Profit
2542,CA-2016-144792,24-07-2023,24-10-2023,Standard Class,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,85254,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.89,Medium,7,0.2,22.38,Profit
2543,CA-2014-164385,25-07-2023,25-10-2023,Second Class,NB-18580,Nicole Brennan,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector,143.95,Medium,3,0.2,14.4,Profit
2544,US-2016-114174,26-07-2023,26-10-2023,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94,Medium,3,0,13.92,Profit
2545,US-2016-114174,27-07-2023,27-10-2023,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,2148,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,14.76,Low,4,0,6.94,Profit
2546,CA-2017-108070,28-07-2023,28-10-2023,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92,Medium,4,0,2.06,Profit
2547,CA-2017-108070,29-07-2023,29-10-2023,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,95123,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.83,Medium,1,0.15,-6.05,Loss
2548,US-2015-128090,30-07-2023,30-10-2023,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,2.3,Low,1,0.2,0.26,Profit
2549,US-2015-128090,31-07-2023,31-10-2023,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,"1,879.96",Very High,5,0.2,211.5,Profit
2550,US-2015-128090,01-08-2023,01-11-2023,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,313.02,Medium,8,0.2,105.65,Profit
2551,US-2015-128090,02-08-2023,02-11-2023,Standard Class,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,5.04,Low,2,0.2,1.76,Profit
2552,CA-2017-101042,03-08-2023,03-11-2023,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp With Clamp Arm, Light Gray",821.88,High,6,0,213.69,Profit
2553,CA-2017-101042,04-08-2023,04-11-2023,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10000088,Office Supplies,Binders,Gbc Imprintable Covers,21.96,Low,2,0,10.76,Profit
2554,CA-2016-155439,05-08-2023,05-11-2023,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,29203,South,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,25.92,Low,4,0,12.44,Profit
2555,CA-2016-118626,06-08-2023,06-11-2023,Standard Class,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,32303,South,TEC-PH-10000369,Technology,Phones,Htc One Mini,705.54,High,7,0.2,70.55,Profit
2556,CA-2015-111458,07-08-2023,07-11-2023,Standard Class,PF-19165,Philip Fox,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001590,Technology,Accessories,Dell Slim Usb Multimedia Keyboard,50,Low,2,0,12,Profit
2557,US-2016-126844,08-08-2023,08-11-2023,Standard Class,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.71,Low,8,0.6,-32.32,Loss
2558,US-2015-112508,09-08-2023,09-11-2023,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire Multi-Pro Heavy-Duty Upright, Disposable Bags",6.99,Low,2,0.2,0.52,Profit
2559,CA-2015-147788,10-08-2023,10-11-2023,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,"1,406.86",Very High,7,0,140.69,Profit
2560,CA-2015-147788,11-08-2023,11-11-2023,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75,Low,5,0,7.56,Profit
2561,CA-2015-147788,12-08-2023,12-11-2023,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,Medium,2,0,61.39,Profit
